id, ECLI, rechtbank, rechtsgebied, subrechtsgebied
205, ECLI:NL:RBZWB:2025:7612, Strafrecht, 
206, ECLI:NL:RBDHA:2025:20765, Bestuursrecht, Vreemdelingenrecht
207, ECLI:NL:RBROT:2025:12668, Bestuursrecht, Bestuursprocesrecht
208, ECLI:NL:RBDHA:2025:20764, Bestuursrecht, Vreemdelingenrecht
209, ECLI:NL:RBOBR:2025:7142, Strafrecht, 
210, ECLI:NL:RBMNE:2025:5840, Strafrecht, 
211, ECLI:NL:RBDHA:2025:20763, Bestuursrecht, Vreemdelingenrecht
212, ECLI:NL:RBMNE:2025:5655, Civiel recht, Internationaal privaatrecht
213, ECLI:NL:RBDHA:2025:20762, Bestuursrecht, Vreemdelingenrecht
214, ECLI:NL:RBDHA:2025:20761, Bestuursrecht, Vreemdelingenrecht
215, ECLI:NL:GHARL:2025:6593, Bestuursrecht, Bestuursstrafrecht
216, ECLI:NL:RBOBR:2025:7067, Civiel recht, 
217, ECLI:NL:RBOBR:2025:7065, Civiel recht, 
218, ECLI:NL:GHAMS:2025:2983, Civiel recht, Personen- en familierecht
219, ECLI:NL:GHAMS:2025:2928, Civiel recht, 
220, ECLI:NL:GHARL:2025:6108, Bestuursrecht, Bestuursstrafrecht
221, ECLI:NL:RBMNE:2025:5656, Civiel recht, Verbintenissenrecht
222, ECLI:NL:GHARL:2025:6622, Bestuursrecht, Bestuursstrafrecht
223, ECLI:NL:RBDHA:2025:20759, Bestuursrecht, Vreemdelingenrecht
224, ECLI:NL:GHARL:2025:6092, Bestuursrecht, Bestuursstrafrecht
225, ECLI:NL:RBDHA:2025:20758, Bestuursrecht, Vreemdelingenrecht
226, ECLI:NL:RBDHA:2025:20757, Bestuursrecht, Vreemdelingenrecht
227, ECLI:NL:RBDHA:2025:20756, Bestuursrecht, Vreemdelingenrecht
228, ECLI:NL:GHARL:2025:6091, Bestuursrecht, Bestuursstrafrecht
229, ECLI:NL:RVS:2025:5189, Bestuursrecht, Omgevingsrecht
230, ECLI:NL:RBDHA:2025:20755, Bestuursrecht, Vreemdelingenrecht
231, ECLI:NL:RBDHA:2025:20297, Civiel recht, Personen- en familierecht
232, ECLI:NL:RBDHA:2025:20754, Bestuursrecht, Vreemdelingenrecht
233, ECLI:NL:RBAMS:2025:8344, Strafrecht, Europees strafrecht
234, ECLI:NL:RBDHA:2025:20753, Bestuursrecht, Vreemdelingenrecht
235, ECLI:NL:RBGEL:2025:9293, Civiel recht, Personen- en familierecht
236, ECLI:NL:RBZWB:2025:7238, Bestuursrecht, Belastingrecht
237, ECLI:NL:RBDHA:2025:20751, Bestuursrecht, Vreemdelingenrecht
238, ECLI:NL:RBDHA:2025:20302, Civiel recht, Personen- en familierecht
239, ECLI:NL:GHARL:2025:6634, Bestuursrecht, Bestuursstrafrecht
240, ECLI:NL:GHARL:2025:5996, Bestuursrecht, Bestuursstrafrecht
241, ECLI:NL:GHAMS:2025:2891, Bestuursrecht, Belastingrecht
242, ECLI:NL:GHARL:2025:6046, Bestuursrecht, Bestuursstrafrecht
243, ECLI:NL:RBGEL:2025:9022, Civiel recht, Personen- en familierecht
244, ECLI:NL:RBAMS:2025:7240, Civiel recht, Insolventierecht
245, ECLI:NL:RBGEL:2025:8971, Civiel recht, Insolventierecht
246, ECLI:NL:RBDHA:2025:18947, Civiel recht, Insolventierecht
247, ECLI:NL:RBROT:2025:11822, Civiel recht, Arbeidsrecht
248, ECLI:NL:GHDHA:2024:2297, Civiel recht, Verbintenissenrecht
249, ECLI:NL:RBDHA:2025:18732, Civiel recht, Insolventierecht
250, ECLI:NL:GHAMS:2025:2843, Civiel recht, 
251, ECLI:NL:RBDHA:2025:20750, Bestuursrecht, Vreemdelingenrecht
252, ECLI:NL:RBGEL:2020:1874, Strafrecht, 
253, ECLI:NL:RBDHA:2025:20749, Bestuursrecht, Vreemdelingenrecht
254, ECLI:NL:RBDHA:2025:20303, Civiel recht, Personen- en familierecht
255, ECLI:NL:GHARL:2025:6644, Bestuursrecht, Bestuursstrafrecht
256, ECLI:NL:CRVB:2025:1605, Bestuursrecht, Socialezekerheidsrecht
257, ECLI:NL:GHARL:2025:6642, Bestuursrecht, Bestuursstrafrecht
258, ECLI:NL:RBDHA:2025:20748, Bestuursrecht, Vreemdelingenrecht
259, ECLI:NL:RBDHA:2025:20747, Bestuursrecht, Vreemdelingenrecht
260, ECLI:NL:GHAMS:2025:2892, Bestuursrecht, Belastingrecht
261, ECLI:NL:GHARL:2025:6682, Bestuursrecht, Bestuursstrafrecht
262, ECLI:NL:RBROT:2025:12852, Civiel recht, Verbintenissenrecht
263, ECLI:NL:RBDHA:2025:20746, Bestuursrecht, Vreemdelingenrecht
264, ECLI:NL:RBDHA:2025:20301, Civiel recht, Personen- en familierecht
265, ECLI:NL:GHAMS:2025:2721, Civiel recht, Personen- en familierecht
266, ECLI:NL:RBNNE:2025:4257, Civiel recht, 
267, ECLI:NL:RBZWB:2025:6717, Civiel recht, Personen- en familierecht
268, ECLI:NL:RBROT:2025:12200, Civiel recht, Personen- en familierecht
269, ECLI:NL:RBROT:2025:12206, Civiel recht, Personen- en familierecht
270, ECLI:NL:RBROT:2025:12201, Civiel recht, Personen- en familierecht
271, ECLI:NL:RBOVE:2025:6133, Civiel recht, 
272, ECLI:NL:RBLIM:2025:10250, Civiel recht, 
273, ECLI:NL:GHAMS:2025:2826, Civiel recht, Personen- en familierecht
274, ECLI:NL:RBDHA:2025:20744, Bestuursrecht, Vreemdelingenrecht
275, ECLI:NL:RBDHA:2025:20745, Bestuursrecht, Vreemdelingenrecht
276, ECLI:NL:RBDHA:2025:20743, Bestuursrecht, Vreemdelingenrecht
277, ECLI:NL:RBDHA:2025:20742, Bestuursrecht, Vreemdelingenrecht
278, ECLI:NL:RBROT:2025:12834, Civiel recht, Arbeidsrecht
279, ECLI:NL:RBDHA:2025:20298, Civiel recht, Personen- en familierecht
280, ECLI:NL:CRVB:2025:1583, Bestuursrecht, Socialezekerheidsrecht
281, ECLI:NL:RBDHA:2025:20741, Bestuursrecht, Vreemdelingenrecht
282, ECLI:NL:RBROT:2025:12939, Strafrecht, 
283, ECLI:NL:RBGEL:2025:8993, Civiel recht, Personen- en familierecht
284, ECLI:NL:RBDHA:2025:20740, Bestuursrecht, Vreemdelingenrecht
285, ECLI:NL:RBOVE:2025:6293, Bestuursrecht, Bestuursprocesrecht
286, ECLI:NL:RBDHA:2025:20294, Civiel recht, Personen- en familierecht
287, ECLI:NL:GHARL:2025:6745, Bestuursrecht, Bestuursstrafrecht
288, ECLI:NL:RBDHA:2025:20292, Civiel recht, Personen- en familierecht
289, ECLI:NL:RBROT:2025:12835, Civiel recht, Arbeidsrecht
290, ECLI:NL:RBZWB:2025:7264, Bestuursrecht, Belastingrecht
291, ECLI:NL:RBZWB:2025:7263, Bestuursrecht, Belastingrecht
292, ECLI:NL:RBZWB:2025:7413, Bestuursrecht, Belastingrecht
293, ECLI:NL:RBGEL:2025:8866, Civiel recht, Personen- en familierecht
294, ECLI:NL:RBDHA:2025:20738, Bestuursrecht, Vreemdelingenrecht
295, ECLI:NL:RBROT:2025:12826, Civiel recht, Arbeidsrecht
296, ECLI:NL:GHARL:2025:6744, Bestuursrecht, Bestuursstrafrecht
297, ECLI:NL:RBNHO:2025:12848, Civiel recht, 
298, ECLI:NL:RBDHA:2025:20736, Bestuursrecht, Vreemdelingenrecht
299, ECLI:NL:RBMNE:2025:5515, Bestuursrecht, 
300, ECLI:NL:RBDHA:2025:20733, Bestuursrecht, Vreemdelingenrecht
301, ECLI:NL:GHAMS:2025:2855, Civiel recht, 
302, ECLI:NL:RBDHA:2025:20293, Civiel recht, Personen- en familierecht
303, ECLI:NL:RBDHA:2025:20735, Bestuursrecht, Vreemdelingenrecht
304, ECLI:NL:RBOBR:2025:7090, Civiel recht, Verbintenissenrecht
305, ECLI:NL:RBMNE:2025:5341, Bestuursrecht, 
306, ECLI:NL:RBDHA:2025:20732, Bestuursrecht, Vreemdelingenrecht
307, ECLI:NL:RBDHA:2025:20731, Bestuursrecht, Vreemdelingenrecht
308, ECLI:NL:GHARL:2025:6822, Bestuursrecht, Bestuursstrafrecht
309, ECLI:NL:RBDHA:2025:20730, Bestuursrecht, Vreemdelingenrecht
310, ECLI:NL:RBMNE:2025:5339, Bestuursrecht, 
311, ECLI:NL:RBROT:2025:12843, Civiel recht, 
312, ECLI:NL:RBDHA:2025:20729, Bestuursrecht, Vreemdelingenrecht
313, ECLI:NL:RBDHA:2025:20728, Bestuursrecht, Vreemdelingenrecht
314, ECLI:NL:RBDHA:2025:20287, Civiel recht, Personen- en familierecht
315, ECLI:NL:RBMNE:2025:5338, Bestuursrecht, 
316, ECLI:NL:RBDHA:2025:20727, Bestuursrecht, Vreemdelingenrecht
317, ECLI:NL:RBMNE:2025:5505, Bestuursrecht, 
318, ECLI:NL:RBMNE:2025:5345, Bestuursrecht, 
319, ECLI:NL:RBDHA:2025:20726, Bestuursrecht, Vreemdelingenrecht
320, ECLI:NL:RBDHA:2025:20725, Bestuursrecht, Vreemdelingenrecht
321, ECLI:NL:RBMNE:2025:5507, Bestuursrecht, 
322, ECLI:NL:RBROT:2025:12862, Civiel recht, 
323, ECLI:NL:RBMNE:2025:5344, Bestuursrecht, 
324, ECLI:NL:GHARL:2025:6853, Bestuursrecht, Bestuursstrafrecht
325, ECLI:NL:RBDHA:2024:20828, Civiel recht, 
326, ECLI:NL:GHDHA:2025:2290, Civiel recht, Verbintenissenrecht
327, ECLI:NL:RBROT:2025:12842, Civiel recht, 
328, ECLI:NL:RBDHA:2025:20724, Bestuursrecht, Vreemdelingenrecht
329, ECLI:NL:RBMNE:2025:5508, Bestuursrecht, 
330, ECLI:NL:RBDHA:2025:20723, Bestuursrecht, Vreemdelingenrecht
331, ECLI:NL:RBAMS:2025:8311, Strafrecht, Europees strafrecht
332, ECLI:NL:RBROT:2025:12813, Civiel recht, Burgerlijk procesrecht
333, ECLI:NL:RBMNE:2025:5509, Bestuursrecht, 
334, ECLI:NL:RBMNE:2025:5355, Bestuursrecht, 
335, ECLI:NL:RBOVE:2025:6356, Bestuursrecht, Socialezekerheidsrecht
336, ECLI:NL:GHSHE:2025:2783, Bestuursrecht, Belastingrecht
337, ECLI:NL:GHSHE:2025:2772, Bestuursrecht, Belastingrecht
338, ECLI:NL:RBDHA:2025:20722, Bestuursrecht, Vreemdelingenrecht
339, ECLI:NL:GHARL:2024:3483, Bestuursrecht, Belastingrecht
340, ECLI:NL:RBOVE:2025:6398, Bestuursrecht, Socialezekerheidsrecht
341, ECLI:NL:RBDHA:2025:20703, Strafrecht, 
342, ECLI:NL:RBMNE:2025:5510, Bestuursrecht, 
343, ECLI:NL:RBDHA:2025:20720, Bestuursrecht, Vreemdelingenrecht
344, ECLI:NL:RBOVE:2025:6364, Bestuursrecht, Socialezekerheidsrecht
345, ECLI:NL:RBNNE:2025:4578, Civiel recht, 
346, ECLI:NL:RBMNE:2025:5511, Bestuursrecht, 
347, ECLI:NL:RBMNE:2025:5346, Bestuursrecht, 
348, ECLI:NL:RBDHA:2025:20711, Bestuursrecht, Vreemdelingenrecht
349, ECLI:NL:RBROT:2025:12812, Civiel recht, Verbintenissenrecht
350, ECLI:NL:RBNHO:2025:12128, Bestuursrecht, Bestuursprocesrecht
351, ECLI:NL:RBDHA:2025:78, Bestuursrecht, Vreemdelingenrecht
352, ECLI:NL:RVS:2025:2400, Bestuursrecht, Vreemdelingenrecht
353, ECLI:NL:RBDHA:2024:7665, Bestuursrecht, Vreemdelingenrecht
354, ECLI:NL:RVS:2025:2395, Bestuursrecht, Vreemdelingenrecht
355, ECLI:NL:RBDHA:2024:1610, Bestuursrecht, Vreemdelingenrecht
356, ECLI:NL:RVS:2025:2394, Bestuursrecht, Vreemdelingenrecht
357, ECLI:NL:RBMNE:2025:5513, Bestuursrecht, 
358, ECLI:NL:GHDHA:2025:2278, Civiel recht, Personen- en familierecht
